Date,Quantity,UnitPrice,ShippingAddress,ItemsInCart,TotalPrice,Feature_CartDensity,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_SAVE10,CouponCode_WINTER15
2025-06-10,1.0,338.31,974 Main St,3.0,338.31,3.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
2025-04-07,3.0,139.45,187 Main St,8.0,418.35,2.6666666666666665,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2023-11-24,4.0,655.18,630 Main St,5.0,2620.72,1.25,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
2023-03-12,4.0,512.75,537 Main St,8.0,2051.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2023-07-26,4.0,160.49,333 Main St,8.0,641.96,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
2023-05-05,3.0,99.9,258 Main St,8.0,299.7,2.6666666666666665,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2024-05-12,2.0,345.01,670 Main St,6.0,690.02,3.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-01-15,1.0,65.95,185 Main St,5.0,65.95,5.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
2023-02-16,4.0,463.04,564 Main St,9.0,1852.16,2.25,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2025-04-01,2.0,297.71,208 Main St,7.0,595.42,3.5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2023-01-25,5.0,107.48,278 Main St,9.0,537.4,1.8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-19,5.0,638.8,434 Main St,10.0,3194.0,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2023-02-22,2.0,493.88,252 Main St,7.0,987.76,3.5,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
2023-12-19,4.0,301.17,267 Main St,6.0,1204.68,1.5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2024-01-20,1.0,278.66,856 Main St,2.0,278.66,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2024-09-02,1.0,287.46,894 Main St,3.0,287.46,3.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2023-05-11,1.0,583.99,726 Main St,2.0,583.99,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-05-16,3.0,468.74,121 Main St,4.0,1406.22,1.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-12-07,1.0,30.54,368 Main St,1.0,30.54,1.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
2024-10-18,5.0,408.73,326 Main St,10.0,2043.65,2.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
2023-11-25,4.0,126.89,235 Main St,9.0,507.56,2.25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-06-07,2.0,57.07,238 Main St,3.0,114.14,1.5,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
2023-07-01,3.0,557.41,135 Main St,4.0,1672.23,1.3333333333333333,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
2023-12-11,3.0,448.9,790 Main St,7.0,1346.7,2.3333333333333335,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
2023-10-03,4.0,549.76,625 Main St,4.0,2199.04,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2024-02-24,3.0,132.48,968 Main St,4.0,397.44,1.3333333333333333,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2025-05-17,5.0,489.37,274 Main St,8.0,2446.85,1.6,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2025-05-24,5.0,66.31,579 Main St,7.0,331.55,1.4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2023-07-09,2.0,434.3,978 Main St,7.0,868.6,3.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-10-04,4.0,153.09,540 Main St,4.0,612.36,1.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
2025-05-12,5.0,91.67,301 Main St,9.0,458.35,1.8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-10-02,4.0,275.28,101 Main St,9.0,1101.12,2.25,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
2023-04-10,2.0,139.95,339 Main St,5.0,279.9,2.5,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2024-07-27,3.0,148.72,317 Main St,7.0,446.16,2.3333333333333335,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2023-12-02,2.0,563.06,413 Main St,6.0,1126.12,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2024-12-19,1.0,625.51,772 Main St,1.0,625.51,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
2023-08-09,4.0,152.29,135 Main St,6.0,609.16,1.5,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2024-06-14,5.0,231.82,339 Main St,6.0,1159.1,1.2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2025-01-26,1.0,150.17,414 Main St,1.0,150.17,1.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
2024-06-13,3.0,70.93,847 Main St,5.0,212.79,1.6666666666666667,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2023-06-29,3.0,361.39,665 Main St,8.0,1084.17,2.6666666666666665,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
2024-07-01,5.0,670.48,273 Main St,5.0,3330.4075,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
2023-07-25,1.0,359.99,385 Main St,5.0,359.99,5.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2023-02-28,5.0,674.04,546 Main St,7.0,3330.4075,1.4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2024-12-25,4.0,283.16,306 Main St,6.0,1132.64,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
2024-06-02,5.0,260.53,532 Main St,5.0,1302.65,1.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
2023-04-15,3.0,422.13,187 Main St,7.0,1266.39,2.3333333333333335,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
2024-07-03,5.0,125.02,607 Main St,9.0,625.1,1.8,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
2024-04-16,1.0,198.51,818 Main St,5.0,198.51,5.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
2024-03-26,4.0,224.75,728 Main St,7.0,899.0,1.75,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
2025-03-03,3.0,205.86,978 Main St,4.0,617.58,1.3333333333333333,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2023-12-29,1.0,18.2,441 Main St,4.0,18.2,4.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
2023-05-29,3.0,502.77,599 Main St,8.0,1508.31,2.6666666666666665,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2023-11-08,5.0,305.49,704 Main St,10.0,1527.45,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2024-04-10,2.0,236.33,398 Main St,3.0,472.66,1.5,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2023-04-23,5.0,521.25,826 Main St,8.0,2606.25,1.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-23,1.0,167.15,293 Main St,5.0,167.15,5.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2025-06-24,5.0,466.42,619 Main St,5.0,2332.1,1.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2023-02-26,1.0,527.57,919 Main St,3.0,527.57,3.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2025-03-06,3.0,623.34,248 Main St,3.0,1870.02,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2023-12-07,5.0,501.26,259 Main St,10.0,2506.3,2.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2024-12-06,1.0,655.09,876 Main St,6.0,655.09,6.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2024-02-03,4.0,264.79,380 Main St,5.0,1059.16,1.25,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
2024-03-13,3.0,359.73,885 Main St,7.0,1079.19,2.3333333333333335,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2023-11-30,1.0,465.33,824 Main St,2.0,465.33,2.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
2023-06-03,2.0,54.41,495 Main St,6.0,108.82,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2025-02-15,1.0,64.66,494 Main St,4.0,64.66,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
2023-08-31,5.0,173.96,995 Main St,8.0,869.8,1.6,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
2025-03-28,1.0,630.82,171 Main St,5.0,630.82,5.0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
2023-07-11,1.0,693.41,992 Main St,4.0,693.41,4.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-03,3.0,433.33,677 Main St,4.0,1299.99,1.3333333333333333,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-05-06,5.0,374.58,907 Main St,10.0,1872.9,2.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2023-07-08,5.0,408.56,398 Main St,8.0,2042.8,1.6,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2024-04-07,2.0,183.67,747 Main St,3.0,367.34,1.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2023-06-09,4.0,606.57,303 Main St,5.0,2426.28,1.25,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
2024-06-06,4.0,589.57,779 Main St,8.0,2358.28,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-06-29,5.0,659.85,197 Main St,9.0,3299.25,1.8,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2023-06-27,4.0,206.84,312 Main St,5.0,827.36,1.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2024-05-24,5.0,113.87,871 Main St,6.0,569.35,1.2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-11-24,5.0,628.74,740 Main St,9.0,3143.7,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-02-14,1.0,678.38,607 Main St,4.0,678.38,4.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2023-02-10,3.0,602.24,603 Main St,8.0,1806.72,2.6666666666666665,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
2024-04-25,5.0,658.77,712 Main St,10.0,3293.85,2.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2023-05-01,3.0,271.02,403 Main St,6.0,813.06,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-12-22,5.0,375.25,216 Main St,9.0,1876.25,1.8,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2025-05-03,1.0,312.11,870 Main St,4.0,312.11,4.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2023-01-05,5.0,307.76,179 Main St,9.0,1538.8,1.8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2025-02-14,3.0,483.53,166 Main St,4.0,1450.59,1.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-01-02,3.0,341.15,969 Main St,4.0,1023.45,1.3333333333333333,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-09-16,1.0,571.9,129 Main St,1.0,571.9,1.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
2025-01-16,4.0,95.03,400 Main St,8.0,380.12,2.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
2023-08-24,5.0,201.22,341 Main St,6.0,1006.1,1.2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2024-07-22,1.0,260.26,625 Main St,5.0,260.26,5.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2024-02-01,5.0,64.5,148 Main St,8.0,322.5,1.6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
2024-09-21,3.0,297.67,500 Main St,6.0,893.01,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2024-04-20,4.0,331.9,127 Main St,5.0,1327.6,1.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2023-06-07,1.0,191.76,223 Main St,1.0,191.76,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-01-30,4.0,263.09,272 Main St,8.0,1052.36,2.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2023-01-20,4.0,393.8,837 Main St,7.0,1575.2,1.75,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
2024-11-24,3.0,553.57,147 Main St,4.0,1660.71,1.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-10-31,5.0,191.63,752 Main St,6.0,958.15,1.2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
2023-04-28,1.0,93.02,373 Main St,4.0,93.02,4.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2024-06-27,2.0,39.53,904 Main St,3.0,79.06,1.5,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
2023-12-28,3.0,633.97,152 Main St,7.0,1901.91,2.3333333333333335,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2023-12-17,4.0,697.5,558 Main St,7.0,2790.0,1.75,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2023-07-14,5.0,508.69,885 Main St,10.0,2543.45,2.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-01-16,2.0,527.46,516 Main St,3.0,1054.92,1.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2024-02-28,1.0,627.2,197 Main St,1.0,627.2,1.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
2024-07-14,1.0,75.01,921 Main St,3.0,75.01,3.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2023-07-05,5.0,529.55,359 Main St,10.0,2647.75,2.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
2025-04-25,3.0,127.41,830 Main St,7.0,382.23,2.3333333333333335,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
2023-12-01,5.0,287.13,778 Main St,10.0,1435.65,2.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2023-09-28,1.0,427.06,987 Main St,1.0,427.06,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2024-09-04,5.0,53.93,729 Main St,7.0,269.65,1.4,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2024-01-07,5.0,423.93,319 Main St,5.0,2119.65,1.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2024-09-28,4.0,160.22,304 Main St,9.0,640.88,2.25,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
2025-04-09,1.0,538.68,197 Main St,6.0,538.68,6.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2023-04-09,5.0,337.38,858 Main St,5.0,1686.9,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2024-11-10,1.0,620.21,740 Main St,1.0,620.21,1.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2023-03-09,2.0,99.1,440 Main St,6.0,198.2,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-01-26,4.0,451.97,603 Main St,7.0,1807.88,1.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2023-12-10,4.0,66.1,572 Main St,9.0,264.4,2.25,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2023-08-13,4.0,547.32,250 Main St,8.0,2189.28,2.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-01-01,3.0,412.53,536 Main St,6.0,1237.59,2.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
2023-06-28,5.0,84.13,767 Main St,9.0,420.65,1.8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
2024-01-18,2.0,518.23,184 Main St,5.0,1036.46,2.5,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2024-06-19,2.0,39.51,981 Main St,5.0,79.02,2.5,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
2025-04-11,5.0,133.01,246 Main St,10.0,665.05,2.0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-10-08,1.0,118.8,123 Main St,6.0,118.8,6.0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
2025-05-04,2.0,139.57,797 Main St,4.0,279.14,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2025-04-06,1.0,184.15,655 Main St,5.0,184.15,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
2023-07-18,2.0,644.05,652 Main St,5.0,1288.1,2.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2023-10-24,5.0,55.41,954 Main St,5.0,277.05,1.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2023-01-11,1.0,310.93,862 Main St,3.0,310.93,3.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2024-04-17,2.0,216.66,885 Main St,6.0,433.32,3.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2024-11-29,1.0,452.7,439 Main St,5.0,452.7,5.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2023-10-15,2.0,288.21,769 Main St,5.0,576.42,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-05,4.0,206.6,914 Main St,6.0,826.4,1.5,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
2024-07-20,4.0,685.2,195 Main St,6.0,2740.8,1.5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2023-04-12,5.0,22.94,339 Main St,10.0,114.7,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-03-09,2.0,301.88,488 Main St,5.0,603.76,2.5,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2025-03-16,5.0,57.45,315 Main St,10.0,287.25,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-12-18,1.0,161.24,379 Main St,3.0,161.24,3.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
2024-11-26,4.0,262.58,895 Main St,8.0,1050.32,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024-12-19,4.0,515.19,522 Main St,9.0,2060.76,2.25,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2023-06-07,1.0,450.07,433 Main St,6.0,450.07,6.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
2024-10-06,1.0,52.54,651 Main St,6.0,52.54,6.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2023-09-04,2.0,424.32,662 Main St,6.0,848.64,3.0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-08-26,3.0,631.64,785 Main St,3.0,1894.92,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-10-22,5.0,327.68,384 Main St,6.0,1638.4,1.2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-05-27,1.0,414.47,101 Main St,3.0,414.47,3.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2023-02-11,4.0,221.33,651 Main St,5.0,885.32,1.25,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
2024-04-18,1.0,512.39,955 Main St,2.0,512.39,2.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
2025-01-03,3.0,459.34,436 Main St,3.0,1378.02,1.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
2024-09-08,1.0,146.32,321 Main St,4.0,146.32,4.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True
2024-11-05,4.0,83.6,978 Main St,4.0,334.4,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
2023-12-13,2.0,328.54,475 Main St,6.0,657.08,3.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2024-05-06,5.0,314.94,661 Main St,8.0,1574.7,1.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2024-05-14,2.0,69.64,813 Main St,6.0,139.28,3.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2024-06-08,1.0,135.17,585 Main St,6.0,135.17,6.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2024-03-23,1.0,487.21,227 Main St,3.0,487.21,3.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
2023-10-18,5.0,509.58,262 Main St,6.0,2547.9,1.2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
2024-04-07,2.0,416.81,356 Main St,2.0,833.62,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
2023-09-04,2.0,160.0,854 Main St,4.0,320.0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2024-08-26,3.0,253.05,286 Main St,3.0,759.15,1.0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2024-01-15,5.0,615.1,160 Main St,10.0,3075.5,2.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
2023-04-01,1.0,183.18,647 Main St,6.0,183.18,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2023-07-23,1.0,75.78,581 Main St,5.0,75.78,5.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2025-05-02,1.0,675.57,492 Main St,1.0,675.57,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
2024-11-27,1.0,109.29,686 Main St,5.0,109.29,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2024-03-26,1.0,639.83,874 Main St,2.0,639.83,2.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
2023-06-26,5.0,62.81,259 Main St,9.0,314.05,1.8,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
2025-05-25,4.0,615.83,545 Main St,4.0,2463.32,1.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2024-07-02,4.0,510.58,196 Main St,7.0,2042.32,1.75,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-07-24,1.0,334.39,433 Main St,2.0,334.39,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2024-10-06,1.0,144.25,474 Main St,2.0,144.25,2.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2024-06-08,1.0,401.82,407 Main St,5.0,401.82,5.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-03-31,1.0,252.68,731 Main St,1.0,252.68,1.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2023-05-26,5.0,662.78,214 Main St,9.0,3313.9,1.8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
2023-03-14,4.0,434.42,739 Main St,6.0,1737.68,1.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2024-02-26,5.0,513.49,391 Main St,8.0,2567.45,1.6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2023-07-18,1.0,432.47,895 Main St,4.0,432.47,4.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2024-08-30,1.0,45.94,572 Main St,2.0,45.94,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-06-21,1.0,418.36,998 Main St,5.0,418.36,5.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-11-26,5.0,676.98,893 Main St,5.0,3330.4075,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
